community,discipline,n_discipline,share_discipline,author_most_used,title_most_used_ref,bib_most_used_ref,id_most_used_ref,n_most_used_ref,share_most_used_ref
2,Mathematical analysis,80,0.18691588785046728,Tony Fitzpatrick,Public Economics in Action,Anthony B. Atkinson (1996),https://openalex.org/W3147703848,12,0.013157894736842105
2,Macroeconomics,77,0.17990654205607476,Rodney Haddow,Capitalism and Freedom,Milton Friedman (1962),https://openalex.org/W1559924327,12,0.013157894736842105
2,Finance,66,0.1542056074766355,Marilena Locatelli,Why Surfers Should Be Fed: The Liberal Case for an Unconditional Basic Income,Philippe Van Parijs (2017),https://openalex.org/W1921013935,12,0.013157894736842105
2,Demographic economics,51,0.1191588785046729,Edlira Narazani,Using Elasticities to Derive Optimal Income Tax Rates,Emmanuel Saez (2001),https://openalex.org/W2265679842,11,0.01206140350877193
2,Development economics,43,0.10046728971962617,Stefano Toso,The Case for a Participation Income,Anthony B. Atkinson (1996),https://openalex.org/W1980797821,11,0.01206140350877193
2,Law and economics,42,0.09813084112149532,Martin Watts,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),https://openalex.org/W2325247757,11,0.01206140350877193
2,Linguistics,37,0.08644859813084112,Manos Matsaganis,"Basic Income, Inequality, and Unemployment: Rethinking the Linkage between Work and Welfare",Chris Clark et C. J. Kavanagh (1996),https://openalex.org/W2524948883,9,0.009868421052631578
2,Econometrics,35,0.08177570093457943,Karl Widerquist,Basic Income : A Simple and Powerful Idea for the 21st century,Philippe Van Parijs (2003),https://openalex.org/W1628030775,9,0.009868421052631578
3,Market economy,368,0.4717948717948718,Karl Widerquist,A failure to communicate: what (if anything) can we learn from the negative income tax experiments?,Karl Widerquist (2005),https://openalex.org/W2064212453,27,0.02076923076923077
3,Law,325,0.4166666666666667,Guy Standing,Economic Response to a Guaranteed Annual Income: Experience from Canada and the United States,Derek Hum et Wayne Simpson (1993),https://openalex.org/W2013291500,23,0.01769230769230769
3,Public economics,320,0.41025641025641024,Philippe Van Parijs,A Comparison of the Labor Supply Findings from the Four Negative Income Tax Experiments,Philip K. Robins (1985),https://openalex.org/W1520279335,23,0.01769230769230769
3,Economic growth,259,0.33205128205128204,Ioana Marinescu,The Labor Market Impacts of Universal and Permanent Cash Transfers: Evidence from the Alaska Permanent Fund,Damon Jones et Ioana Marinescu (2018),https://openalex.org/W3122977810,18,0.013846153846153847
3,Labour economics,205,0.26282051282051283,Yannick Vanderborght,Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),https://openalex.org/W1984485824,14,0.010769230769230769
3,Finance,163,0.20897435897435898,Jürgen De Wispelaere,No Strings Attached: The Behavioral Effects of U.S. Unconditional Cash Transfer Programs,Ioana Marinescu (2018),https://openalex.org/W2788557597,14,0.010769230769230769
3,Demographic economics,129,0.16538461538461538,Damon Jones,Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),https://openalex.org/W2006784025,13,0.01
3,Mechanical engineering,113,0.14487179487179488,Martin Ravallion,Basic Income,Philippe Van Parijs et Yannick Vanderborght (2017),https://openalex.org/W4249308963,13,0.01
3,Macroeconomics,105,0.1346153846153846,Robert A. Moffitt,The Negative Income Tax and the Evolution of U.S. Welfare Policy,Robert A. Moffitt (2003),https://openalex.org/W1977591813,12,0.009230769230769232
3,Development economics,105,0.1346153846153846,Jesse Rothstein,Universal Basic Incomes versus Targeted Transfers: Anti-Poverty Programs in Developing Countries,Rema Hanna et Benjamin A. Olken (2018),https://openalex.org/W2888797381,10,0.007692307692307693
3,Mathematical analysis,90,0.11538461538461539,David Calnitsky,The Effects of a Negative Income Tax on School Performance: Results of an Experiment,Rebecca Maynard et Richard J. Murnane (1979),https://openalex.org/W1502701254,10,0.007692307692307693
3,Microeconomics,85,0.10897435897435898,Hilary Hoynes,"Estimating the Effect of Unearned Income on Labor Earnings, Savings, and Consumption: Evidence from a Survey of Lottery Players",Guido W. Imbens et al. (2001),https://openalex.org/W3125049278,10,0.007692307692307693
3,Linguistics,69,0.08846153846153847,Wayne Simpson,Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,Emmanuel Saez (2002),https://openalex.org/W3121920701,9,0.006923076923076923
3,Demography,62,0.07948717948717948,Ugo Colombino,"A Critical Analysis of Basic Income Experiments for Researchers, Policymakers, and Citizens",Karl Widerquist (2018),https://openalex.org/W2785823716,9,0.006923076923076923
3,Archaeology,61,0.0782051282051282,Axel Marx,Public Economics in Action: The Basic Income/Flat Tax Proposal,A. B. Atkinson (1996),https://openalex.org/W3148404943,9,0.006923076923076923
4,Law,159,0.6824034334763949,Giorgos Kallis,In defence of degrowth,Giorgos Kallis (2011),https://openalex.org/W2081775730,16,0.037209302325581395
4,Market economy,94,0.4034334763948498,Joan Martínez-Alier,Crisis or opportunity? Economic degrowth for social equity and ecological sustainability. Introduction to this special issue,François Schneider et al. (2010),https://openalex.org/W2023723950,15,0.03488372093023256
4,Economic growth,86,0.36909871244635195,François Schneider,The economics of degrowth,Giorgos Kallis et al. (2012),https://openalex.org/W2030655414,10,0.023255813953488372
4,Ecology,73,0.3133047210300429,Philippe Van Parijs,Socially Sustainable Economic De‐growth,Joan Martínez-Alier (2009),https://openalex.org/W2147393791,8,0.018604651162790697
4,Public economics,57,0.2446351931330472,Guy Standing,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),https://openalex.org/W2325247757,7,0.01627906976744186
4,Development economics,51,0.21888412017167383,Michael Samson,What is Degrowth? From an Activist Slogan to a Social Movement,Federico Demaria et al. (2013),https://openalex.org/W2150141679,7,0.01627906976744186
4,Mechanical engineering,45,0.19313304721030042,Yannick Vanderborght,A Basic Income Grant for South Africa,Guy Standing et Michael Samson (2004),https://openalex.org/W634122886,7,0.01627906976744186
4,Finance,41,0.1759656652360515,Karl Widerquist,Basic Income From an Ecological Perspective,Jan O. Andersson (2010),https://openalex.org/W1520275825,6,0.013953488372093023
4,Political economy,35,0.15021459227467812,Federico Demaria,Work and Welfare: Towards a Post-productivist Welfare Regime,Robert E. Goodin (2001),https://openalex.org/W2154552965,6,0.013953488372093023
4,Economic system,33,0.14163090128755365,Christian Kerschner,Reclaiming Work: Beyond the Wage-Based Society,,https://openalex.org/W2051331538,6,0.013953488372093023
4,Social science,31,0.13304721030042918,James Ferguson,"The social, economic and fiscal impact of comprehensive social security reform for South Africa",Michael Samson (2002),https://openalex.org/W2085484606,6,0.013953488372093023
4,Linguistics,28,0.12017167381974249,Filka Sekulova,Basic Income,Philippe Van Parijs et Yannick Vanderborght (2017),https://openalex.org/W4249308963,5,0.011627906976744186
4,Labour economics,28,0.12017167381974249,Jeremy Seekings,The Uses of Neoliberalism,James Ferguson (2010),https://openalex.org/W2027265724,5,0.011627906976744186
4,Macroeconomics,25,0.1072961373390558,Jan O. Andersson,Financing a universal income grant in South Africa,Pieter Le Roux (2002),https://openalex.org/W2006954019,5,0.011627906976744186
4,Mathematical analysis,24,0.10300429184549356,Tony Fitzpatrick,"Basic Income, Post-Productivism and Liberalism",Tony Fitzpatrick (2010),https://openalex.org/W1983274884,4,0.009302325581395349
5,Market economy,37,0.5522388059701493,Werner Eichhörst,The Case for a Participation Income,Anthony B. Atkinson (1996),https://openalex.org/W1980797821,3,0.04477611940298507
5,Labour economics,35,0.5223880597014925,Maria Grienberger-Zingerle,Caring Labor and Basic Income,Jayoung Yoon (2016),https://openalex.org/W2789614693,3,0.04477611940298507
5,Law,34,0.5074626865671642,Regina Konle‐Seidl,Activation Policies in Germany: From Status Protection to Basic Income Support,Werner Eichhörst et al. (2008),https://openalex.org/W2152246911,3,0.04477611940298507
5,Demographic economics,23,0.34328358208955223,Joachim Wolff,Basic Income models and its Effect on Income Redistribution.,Baek Seung Ho (2010),https://openalex.org/W2314800660,2,0.029850746268656716
5,Economic growth,18,0.26865671641791045,Brigitte Schels,Is Unconditional Basic Income the Optimal Solution for Social Security?: A Critical Review Based on the Concept of ‘Needs’ in Social Policy,Byoung Inn Kim (2016),https://openalex.org/W2569549375,2,0.029850746268656716
5,Public economics,18,0.26865671641791045,Torsten Lietzmann,The Open Unemployment Trap: Life at the Intersection of Labour Market and Welfare State. The Case of Germany,Ronald Gebauer et Georg Vobruba (2003),https://openalex.org/W1984446050,2,0.029850746268656716
5,Archaeology,14,0.208955223880597,Nam Hoon Kang,A fistful of euros: Is the German one‐euro job workfare scheme effective for participants?,Katrin Hohmeyer et Joachim Wolff (2011),https://openalex.org/W1852934820,2,0.029850746268656716
5,Macroeconomics,14,0.208955223880597,Jayoung Yoon,‘Do you feel excluded?’ The subjective experience of young state benefit recipients in Germany,Sandra Popp et Brigitte Schels (2008),https://openalex.org/W1973347965,2,0.029850746268656716
5,Accounting,11,0.16417910447761194,Baek Seung Ho,"Subsidized work before and after the German Hartz reforms: design of major schemes, evaluation results and lessons learnt",Joachim Wolff et Gesine Stephan (2013),https://openalex.org/W2134033543,2,0.029850746268656716
5,Mechanical engineering,10,0.14925373134328357,Byoung Inn Kim,A Swedish-Style Welfare State or Basic Income: Which Should Have Priority?,Barbara R. Bergmann (2004),https://openalex.org/W2140870333,2,0.029850746268656716
5,Finance,9,0.13432835820895522,Ronald Gebauer,Precarious Workers and Basic Income,Nam Hoon Kang (2013),https://openalex.org/W2739497665,2,0.029850746268656716
5,Development economics,7,0.1044776119402985,Georg Vobruba,Activating Labor Market and Social Policies in Germany: From Status Protection to Basic Income Support,Werner Eichhörst et al. (2010),https://openalex.org/W242462595,2,0.029850746268656716
5,Epistemology,6,0.08955223880597014,Katrin Hohmeyer,Young beneficiaries’ routes off benefits through labour market integration: the case of Germany,Brigitte Schels (2011),https://openalex.org/W2108289869,2,0.029850746268656716
5,Algorithm,6,0.08955223880597014,Sandra Popp,Labor Market Rigidities: At the Root of Unemployment in Europe,Horst Siebert (1997),https://openalex.org/W2109437806,2,0.029850746268656716
5,Political economy,6,0.08955223880597014,Andreas Hirseland,Institutionalizing Dualism: Complementarities and Change in France and Germany,Bruno Palier et Kathleen Thelen (2010),https://openalex.org/W2157441223,2,0.029850746268656716
