,id_most_used_ref,n_most_used_ref,share_most_used_ref,author_most_used,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global,community,title_most_used_ref,bib_most_used_ref,title_most_cited_global,bib_most_cited_global,title_most_cited_UBI,bib_most_cited_UBI
10,https://openalex.org/W2036191695,1.0,0.025,James A. Yunker,https://openalex.org/W2093012717,5,0.012690355329949238,https://openalex.org/W2038834581,25,0.015087507543753771,1,THE SOCIAL DIVIDEND UNDER MARKET SOCIALISM,James A. Yunker (1977),"Rawlsians, Christians and Patriots: Maximin justice and individual ethics*",Philippe Van Parijs (1993),Resource Egalitarianism and the Limits to Basic Income,Andrew Williams (1999)
11,https://openalex.org/W2038834581,1.0,0.025,Richard J. Arneson,https://openalex.org/W50868869,4,0.01015228426395939,https://openalex.org/W2069258717,21,0.012673506336753168,1,"Rawlsians, Christians and Patriots: Maximin justice and individual ethics*",Philippe Van Parijs (1993),Reciprocity and the Justification of an Unconditional Basic Income. Reply to Stuart White,Philippe Van Parijs (1997),How Attractive is a Basic Income for European Welfare States?,Loek Groot (2000)
12,https://openalex.org/W2059579990,1.0,0.025,John E. Roemer,https://openalex.org/W2038834581,4,0.01015228426395939,https://openalex.org/W2125286656,20,0.012070006035003017,1,Is Socialism Dead? A Comment on Market Socialism and Basic Income Capitalism,Richard J. Arneson (1992),Demoralizing the Labour Market: Could Jobs be like Cars and Concerts?*,Bert Hamminga (1995),"Rawlsians, Christians and Patriots: Maximin justice and individual ethics*",Philippe Van Parijs (1993)
13,https://openalex.org/W2069296589,1.0,0.025,Bart Nooteboom,https://openalex.org/W2104540886,4,0.01015228426395939,https://openalex.org/W2162163990,19,0.011466505733252867,1,The Morality and Efficiency of Market Socialism,John E. Roemer (1992),"Welfare state, unemployment, and social justice: Judgments on the rights and obligations of the unemployed",Dick Houtman (1997),The Freedom-based Account of Solidarity and Basic Income,Gijs van Donselaar (1998)
14,https://openalex.org/W2080887626,1.0,0.025,Bert Hamminga,https://openalex.org/W1969622249,3,0.007614213197969543,https://openalex.org/W2059077890,12,0.00724200362100181,1,Basic Income as a Basis for Small Business,Bart Nooteboom (1987),Can a basic income cure Baumol's disease?,Stefan Késenne (1994),A Feasible Jerusalem?,Ronald Dore (1996)
15,,,,,https://openalex.org/W2145286992,6,0.5,https://openalex.org/W1969287087,119,0.6432432432432432,2,,,Are consumption taxes really better than income taxes?,Per Krusell et al. (1996),A New Concept of Full Employment,L.W.M. Delsen (1997)
16,,,,,https://openalex.org/W1969287087,2,0.16666666666666666,https://openalex.org/W2041604267,42,0.22702702702702704,2,,,The Sharing of Risks and the Risks of Sharing: Solidarity and Social Justice in the Welfare State,Kees Schuyt (1998),Are consumption taxes really better than income taxes?,Per Krusell et al. (1996)
17,,,,,https://openalex.org/W2494745982,1,0.08333333333333333,https://openalex.org/W2145286992,11,0.05945945945945946,2,,,A New Concept of Full Employment,L.W.M. Delsen (1997),Basic Income Schemes and the Lessons from Public Economics,Anthony B. Atkinson (1991)
18,,,,,https://openalex.org/W2056717270,1,0.08333333333333333,https://openalex.org/W2102523339,10,0.05405405405405406,2,,,"Alicia H. Munnell, ed. Lessons from the Income Maintenance Experiments. Boston: Federal Reserve Bank of Boston Conference Series Number 30.",Julian Le Grand (1988),Conceptual Anomalies in Economics and Statistics: Lessons from the Social Experiment.,John D. Hey et Leland Gerson Neuberg (1990)
19,,,,,https://openalex.org/W2102523339,1,0.08333333333333333,https://openalex.org/W2056717270,2,0.010810810810810811,2,,,Conceptual Anomalies in Economics and Statistics: Lessons from the Social Experiment.,John D. Hey et Leland Gerson Neuberg (1990),"Alicia H. Munnell, ed. Lessons from the Income Maintenance Experiments. Boston: Federal Reserve Bank of Boston Conference Series Number 30.",Julian Le Grand (1988)
20,,,,,https://openalex.org/W2041604267,1,0.08333333333333333,https://openalex.org/W2494745982,1,0.005405405405405406,2,,,Basic Income Schemes and the Lessons from Public Economics,Anthony B. Atkinson (1991),The Sharing of Risks and the Risks of Sharing: Solidarity and Social Justice in the Welfare State,Kees Schuyt (1998)
21,https://openalex.org/W2066344131,3.0,0.06818181818181818,Irwin Garfinkel,https://openalex.org/W2006814807,16,0.1927710843373494,https://openalex.org/W2022199004,268,0.24837812789620017,3,"Professor Friedman, meet Lady Rhys-Williams: NIT vs. CIT",Jonathan R. Kesselman et Irwin Garfinkel (1978),"POVERTY, TNEQUALTTY, AND FAMTLY LIVING STANDARDS IMPACTS ACROSS SEVEN NATIONS: THE EFFECT OF NONCASH SUBSIDIES FOR HEALTH, EDUCATION AND HOUSING",Timothy M. Smeeding et al. (1993),Basic Income and the Two Dilemmas of the Welfare State,Philippe Van Parijs (1996)
22,https://openalex.org/W1988301953,3.0,0.06818181818181818,Philippe Van Parijs,https://openalex.org/W2086109197,11,0.13253012048192772,https://openalex.org/W2050272133,107,0.09916589434661724,3,The reform of social security,Charles Carter et al. (1985),The optimal two-bracket linear income tax,Joel Slemrod et al. (1994),Optimal non-linear income taxation for the alleviation of income-poverty,Ravi Kanbur et al. (1994)
23,https://openalex.org/W2498877053,3.0,0.06818181818181818,Jonathan R. Kesselman,https://openalex.org/W1971775497,7,0.08433734939759036,https://openalex.org/W1971775497,105,0.09731232622798888,3,"The economics of “tagging” as applied to the optimal income tax, welfare programs, and manpower planning",George A. Akerlof (1984),Social assistance in Southern Europe,Ian Gough (1996),Social assistance in Southern Europe,Ian Gough (1996)
24,https://openalex.org/W2013353294,2.0,0.045454545454545456,Charles Carter,https://openalex.org/W1493742466,5,0.060240963855421686,https://openalex.org/W2086109197,94,0.0871177015755329,3,Income-Tested Transfer Programs--The Case for and against,Harry Watson et Irwin Garfinkel (1984),Optimal non-linear income taxation for the alleviation of income-poverty,Ravi Kanbur et al. (1994),Real freedom for all: what (if anything) can justify capitalism?,Philippe Van Parijs (1996)
25,https://openalex.org/W1489554691,2.0,0.045454545454545456,John Pinder,https://openalex.org/W2050272133,4,0.04819277108433735,https://openalex.org/W2074782472,78,0.07228915662650602,3,Public economics in action: the basic income/flat tax proposal,,Labour Supply and Taxation: A Survey,Richard Blundell (1992),The optimal two-bracket linear income tax,Joel Slemrod et al. (1994)
26,https://openalex.org/W1541218672,1.0,0.022727272727272728,Barbara N. Rodgers,https://openalex.org/W2153686610,4,0.04819277108433735,https://openalex.org/W2036153302,72,0.06672845227062095,3,NEGATIVE INCOME TAXATION AND THE REDISTRIBUTION OF INCOME<sup>*</sup>,Nicholas Barr (1975),Work incentives and 'in-work' benefit reforms: a review,Richard Blundell (2000),Who should be on workfare? the use of work requirements as part of an optimal tax mix,Craig Brett (1998)
27,https://openalex.org/W1483340052,1.0,0.022727272727272728,Thomas Wilson,https://openalex.org/W2912069595,4,0.04819277108433735,https://openalex.org/W1981715411,49,0.04541241890639481,3,On reforming the welfare system,Bernard Fortin et al. (1993),Tagging and Taxing: The Optimal Use of Categorical and Income Information in Designing Tax/Transfer Schemes,Rivta Immonen et al. (1998),,Loek Groot (1997)
28,https://openalex.org/W2042417727,1.0,0.022727272727272728,George A. Akerlof,https://openalex.org/W2036153302,3,0.03614457831325301,https://openalex.org/W2026215719,48,0.04448563484708063,3,The Design of Income Maintenance Programmes,Timothy Besley et Stephen Coate (1995),"Transfers, Targeting and Poverty",Ravi Kanbur (1987),Work incentives and 'in-work' benefit reforms: a review,Richard Blundell (2000)
29,https://openalex.org/W1984485824,1.0,0.022727272727272728,Tim Callan,https://openalex.org/W2074782472,3,0.03614457831325301,https://openalex.org/W2153686610,44,0.04077849860982391,3,Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),Who should be on workfare? the use of work requirements as part of an optimal tax mix,Craig Brett (1998),Labour Supply and Taxation: A Survey,Richard Blundell (1992)
30,https://openalex.org/W2142963721,1.0,0.022727272727272728,Holly Sutherland,https://openalex.org/W1850650012,3,0.03614457831325301,https://openalex.org/W2006814807,29,0.026876737720111215,3,Do Financial Incentives Encourage Welfare Recipients to Work? Evidence from a Randomized Evaluation of the Self-Sufficiency Project,David Card et Philip K. Robins (1996),Basic Income and the Two Dilemmas of the Welfare State,Philippe Van Parijs (1996),THE EQUITY-EFFICIENCY TRADE-OFF: BREIT RECONSIDERED *,Peter J. Lambert (1990)
31,https://openalex.org/W1509419535,1.0,0.022727272727272728,Cathal O’Donoghue,https://openalex.org/W2060216847,3,0.03614457831325301,https://openalex.org/W2004419715,28,0.025949953660797033,3,Comparative Analysis of Basic Income Proposals: prospects for the use of national tax-benefit models in five European countries,Holly Sutherland et Tim Callan (1996),Welfare measurement in labour supply models with nonlinear budget constraints,Ian Preston et Ian Walker (1999),A negative income tax in a mini-welfare state: A simulation exercise with mimic,Nicole E.M. de Jager et al. (1996)
32,https://openalex.org/W1541415495,1.0,0.022727272727272728,Anthony B. Atkinson,https://openalex.org/W1821703191,2,0.024096385542168676,https://openalex.org/W2063145191,28,0.025949953660797033,3,Comparative Analysis of Basic Income Proposals: UK and Ireland,Tim Callan et al. (1999),The impact of comparable policies in European countries: Microsimulation approaches,Tim Callan et Holly Sutherland (1997),A Model of Conditional and Unconditional Social Security in an Efficiency Wage Economy: The Economic Sustainability of a Basic Income,Loek Groot et Marga Peeters (1997)
33,https://openalex.org/W1599468060,1.0,0.022727272727272728,Harry Watson,https://openalex.org/W2026215719,2,0.024096385542168676,https://openalex.org/W2087020064,23,0.021316033364226137,3,Incomes and the Welfare State: Essays on Britain and Europe,Anthony B. Atkinson (2011),Behavioural tax microsimulation with finite hours choices,Alan Duncan et Melvyn Weeks (1997),"Transfers, Targeting and Poverty",Ravi Kanbur (1987)
34,https://openalex.org/W3125440307,1.0,0.022727272727272728,Samuel Brittan,https://openalex.org/W2063145191,2,0.024096385542168676,https://openalex.org/W1493742466,21,0.019462465245597776,3,Analysis of Basic Income Schemes for Ireland,Tim Callan et al. (1994),Real freedom for all: what (if anything) can justify capitalism?,Philippe Van Parijs (1996),The impact of comparable policies in European countries: Microsimulation approaches,Tim Callan et Holly Sutherland (1997)
35,https://openalex.org/W2060903017,1.0,0.022727272727272728,Nicholas Barr,https://openalex.org/W1723123890,2,0.024096385542168676,https://openalex.org/W2127666165,15,0.013901760889712697,3,A Negative-Income-Tax Experiment,David N. Kershaw (1972),The Informal Economy: A Case Study in Unrestrained Competition,Bill Jordan et Andrew Travers (1998),Basic Income and Unemployment in a Unionized Economy,Bruno Van der Linden (1997)
36,,,,,https://openalex.org/W2031309288,1,1.0,https://openalex.org/W2031309288,10,1.0,4,,,Dealing with the Elusive Welfare‐to‐work Issue: the Case of Poverty Traps in Israel,John Gal et Abraham Doron (2000),Dealing with the Elusive Welfare‐to‐work Issue: the Case of Poverty Traps in Israel,John Gal et Abraham Doron (2000)
37,,,,,https://openalex.org/W2012631305,1,1.0,https://openalex.org/W2012631305,7,1.0,5,,,Social assistance: An alternative form of social protection in developing countries,James Midgley (1984),Social assistance: An alternative form of social protection in developing countries,James Midgley (1984)
