Id,Label,community,indegree,outdegree,degree
49,https://openalex.org/W4252374193,4,1,26,27
50,https://openalex.org/W4253732937,1,1,2,3
51,https://openalex.org/W4256487331,3,2,26,28
52,https://openalex.org/W2030132687,3,0,4,4
53,https://openalex.org/W2051206680,3,1,3,4
54,https://openalex.org/W2065063082,3,1,2,3
55,https://openalex.org/W2114759886,3,2,2,4
56,https://openalex.org/W2119886664,3,0,5,5
57,https://openalex.org/W1582786932,3,1,12,13
58,https://openalex.org/W2020344472,3,2,5,7
59,https://openalex.org/W2142507331,3,1,1,2
60,https://openalex.org/W3148404943,1,1,39,40
61,https://openalex.org/W1541415495,3,0,7,7
62,https://openalex.org/W1489554691,3,1,41,42
63,https://openalex.org/W1565591326,3,1,1,2
64,https://openalex.org/W1854582648,3,1,8,9
65,https://openalex.org/W2498877053,3,1,8,9
66,https://openalex.org/W2976549432,4,3,29,32
67,https://openalex.org/W599563694,3,1,13,14
68,https://openalex.org/W1520275825,4,2,17,19
69,https://openalex.org/W1527392058,4,2,6,8
70,https://openalex.org/W1562268590,1,5,52,57
71,https://openalex.org/W1970965554,4,1,3,4
72,https://openalex.org/W1983274884,4,2,7,9
73,https://openalex.org/W2027928594,4,2,4,6
74,https://openalex.org/W2037147531,4,2,3,5
75,https://openalex.org/W2048484065,4,1,1,2
76,https://openalex.org/W2069885397,4,1,9,10
77,https://openalex.org/W2113518683,4,2,7,9
78,https://openalex.org/W2140870333,1,5,28,33
79,https://openalex.org/W2154552965,4,2,18,20
80,https://openalex.org/W2160270904,4,1,8,9
81,https://openalex.org/W2325247757,1,8,139,147
82,https://openalex.org/W2339728047,4,2,9,11
83,https://openalex.org/W2383917597,4,1,3,4
84,https://openalex.org/W2394029493,4,1,4,5
85,https://openalex.org/W2505301257,4,3,2,5
86,https://openalex.org/W2508018842,1,2,26,28
87,https://openalex.org/W2897440444,4,2,1,3
88,https://openalex.org/W3123196505,3,1,5,6
89,https://openalex.org/W580935276,3,2,17,19
90,https://openalex.org/W1885074746,3,1,11,12
91,https://openalex.org/W1984485824,3,1,22,23
92,https://openalex.org/W2555932976,3,3,8,11
93,https://openalex.org/W3121920701,3,3,34,37
94,https://openalex.org/W2922002437,4,2,11,13
95,https://openalex.org/W1968876349,4,1,1,2
96,https://openalex.org/W2085790824,1,4,3,7
97,https://openalex.org/W2150141679,4,1,9,10
98,https://openalex.org/W2302303236,4,1,0,1
99,https://openalex.org/W2579322584,4,1,1,2
100,https://openalex.org/W2891637636,4,2,10,12
101,https://openalex.org/W4283377161,1,2,8,10
102,https://openalex.org/W2066943693,1,1,1,2
103,https://openalex.org/W2548677890,1,1,5,6
104,https://openalex.org/W2889025311,1,3,25,28
105,https://openalex.org/W2990581083,1,3,19,22
106,https://openalex.org/W4229646519,1,0,4,4
107,https://openalex.org/W1511510731,1,1,20,21
108,https://openalex.org/W1921013935,1,3,47,50
109,https://openalex.org/W2073244119,1,3,40,43
110,https://openalex.org/W2726731413,1,0,3,3
111,https://openalex.org/W1676072121,3,5,26,31
112,https://openalex.org/W4205141707,2,1,2,3
113,https://openalex.org/W2788557597,2,3,30,33
114,https://openalex.org/W4285293119,2,0,1,1
115,https://openalex.org/W3143432667,2,4,13,17
116,https://openalex.org/W2016638422,3,0,7,7
117,https://openalex.org/W2042417727,3,1,16,17
118,https://openalex.org/W3147703848,3,2,33,35
119,https://openalex.org/W2094134620,2,0,5,5
120,https://openalex.org/W216113217,2,1,4,5
121,https://openalex.org/W1567167677,2,1,6,7
122,https://openalex.org/W2083818924,2,1,1,2
123,https://openalex.org/W144427314,3,1,4,5
124,https://openalex.org/W146623957,3,2,10,12
125,https://openalex.org/W3111604197,2,2,29,31
126,https://openalex.org/W1581221395,2,1,12,13
127,https://openalex.org/W2001936118,1,3,23,26
128,https://openalex.org/W2011026833,2,2,12,14
129,https://openalex.org/W2064212453,2,6,155,161
130,https://openalex.org/W2333871315,2,2,6,8
131,https://openalex.org/W2483550619,2,2,6,8
132,https://openalex.org/W2580731788,2,4,25,29
133,https://openalex.org/W2584585361,2,2,22,24
134,https://openalex.org/W2808798325,2,5,18,23
135,https://openalex.org/W2901336732,2,1,4,5
136,https://openalex.org/W2901570574,2,2,18,20
137,https://openalex.org/W2913727317,2,1,21,22
138,https://openalex.org/W2980878356,2,4,9,13
139,https://openalex.org/W3008771385,2,6,44,50
140,https://openalex.org/W3012472904,2,3,6,9
141,https://openalex.org/W4205748971,2,1,7,8
142,https://openalex.org/W4244223339,2,2,5,7
143,https://openalex.org/W431718640,4,0,1,1
144,https://openalex.org/W1975804246,4,1,2,3
145,https://openalex.org/W4200006033,1,0,2,2
146,https://openalex.org/W4200224443,1,9,32,41
147,https://openalex.org/W2808475485,5,0,5,5
148,https://openalex.org/W416312090,5,1,1,2
149,https://openalex.org/W1492806321,5,1,0,1
150,https://openalex.org/W2002740836,5,1,2,3
151,https://openalex.org/W2106741928,3,1,6,7
152,https://openalex.org/W2166303988,5,2,3,5
153,https://openalex.org/W3041342549,1,2,10,12
154,https://openalex.org/W1984064238,1,6,16,22
155,https://openalex.org/W2254068468,1,6,28,34
156,https://openalex.org/W2492028732,1,6,35,41
157,https://openalex.org/W2825017402,1,1,1,2
158,https://openalex.org/W2884536002,1,5,21,26
159,https://openalex.org/W2910467582,1,10,21,31
160,https://openalex.org/W3028992925,1,0,2,2
161,https://openalex.org/W1531302567,1,1,1,2
162,https://openalex.org/W3167483257,1,5,18,23
163,https://openalex.org/W4389443635,1,7,21,28
164,https://openalex.org/W1591881116,1,15,50,65
165,https://openalex.org/W1988222600,2,4,27,31
166,https://openalex.org/W2016276511,1,4,60,64
167,https://openalex.org/W2598304869,2,4,46,50
168,https://openalex.org/W2772957692,2,2,24,26
169,https://openalex.org/W2795923852,2,2,0,2
170,https://openalex.org/W2885100284,1,3,8,11
171,https://openalex.org/W2954742203,1,8,27,35
172,https://openalex.org/W2955590095,1,9,28,37
173,https://openalex.org/W2955845367,1,1,0,1
174,https://openalex.org/W2968956863,3,2,11,13
175,https://openalex.org/W2990446669,1,6,30,36
176,https://openalex.org/W3015310819,1,5,41,46
177,https://openalex.org/W3047119234,1,4,16,20
178,https://openalex.org/W3082690747,2,11,54,65
179,https://openalex.org/W3213701275,1,5,16,21
180,https://openalex.org/W4200117551,1,9,10,19
181,https://openalex.org/W4214602492,1,11,17,28
182,https://openalex.org/W4221011050,1,10,15,25
183,https://openalex.org/W4296381518,2,3,5,8
184,https://openalex.org/W4319867419,2,1,9,10
185,https://openalex.org/W2404398967,1,1,2,3
186,https://openalex.org/W2003262925,1,6,27,33
187,https://openalex.org/W2489309746,1,1,4,5
188,https://openalex.org/W3035533137,2,0,7,7
189,https://openalex.org/W1952756591,2,1,1,2
190,https://openalex.org/W1970742059,2,1,0,1
191,https://openalex.org/W2044970782,2,1,8,9
192,https://openalex.org/W2055057932,2,2,2,4
193,https://openalex.org/W2060143509,2,2,1,3
194,https://openalex.org/W2170040903,2,2,4,6
195,https://openalex.org/W3123293195,2,1,1,2
196,https://openalex.org/W1520279335,2,8,38,46
197,https://openalex.org/W1537998701,1,4,15,19
198,https://openalex.org/W1996166147,2,4,15,19
199,https://openalex.org/W2036815307,1,4,9,13
200,https://openalex.org/W2080887626,1,3,10,13
201,https://openalex.org/W2145286992,2,1,5,6
202,https://openalex.org/W2266828060,1,3,13,16
203,https://openalex.org/W2796504779,1,1,16,17
204,https://openalex.org/W2911940844,1,1,4,5
205,https://openalex.org/W3123013615,1,4,2,6
206,https://openalex.org/W3142606906,1,2,15,17
207,https://openalex.org/W4236646849,1,1,8,9
208,https://openalex.org/W2982539352,2,6,9,15
209,https://openalex.org/W1499115460,2,3,9,12
210,https://openalex.org/W1998071368,2,6,17,23
211,https://openalex.org/W2474620265,2,1,2,3
212,https://openalex.org/W2922518076,2,4,10,14
213,https://openalex.org/W2954113140,1,2,6,8
214,https://openalex.org/W1664108544,1,2,13,15
215,https://openalex.org/W141142457,1,3,3,6
216,https://openalex.org/W603061329,1,2,3,5
217,https://openalex.org/W621725969,1,1,5,6
218,https://openalex.org/W655790261,1,3,2,5
219,https://openalex.org/W1921102993,1,4,26,30
220,https://openalex.org/W1986521709,1,1,6,7
221,https://openalex.org/W1989200283,1,3,14,17
222,https://openalex.org/W2007200911,3,2,4,6
223,https://openalex.org/W2026915492,1,3,9,12
224,https://openalex.org/W2155216401,1,3,5,8
225,https://openalex.org/W2995522954,2,0,3,3
226,https://openalex.org/W2484884732,2,1,0,1
227,https://openalex.org/W3125272579,2,1,2,3
228,https://openalex.org/W3214863481,4,1,9,10
229,https://openalex.org/W1980797821,1,15,79,94
230,https://openalex.org/W2021117428,1,13,27,40
231,https://openalex.org/W2177013262,4,1,5,6
232,https://openalex.org/W2234057235,1,13,12,25
233,https://openalex.org/W2889505106,1,4,19,23
234,https://openalex.org/W2971677051,4,2,2,4
235,https://openalex.org/W3200881037,4,7,13,20
236,https://openalex.org/W3203529706,4,5,5,10
237,https://openalex.org/W2018365321,3,0,2,2
238,https://openalex.org/W2168838273,3,1,6,7
239,https://openalex.org/W2856142876,3,0,2,2
240,https://openalex.org/W2490314550,3,1,1,2
241,https://openalex.org/W2120303080,1,2,3,5
242,https://openalex.org/W2964858110,2,0,3,3
243,https://openalex.org/W2531000754,2,1,0,1
244,https://openalex.org/W2566701672,2,1,4,5
245,https://openalex.org/W2735204238,2,1,0,1
246,https://openalex.org/W1980931496,3,2,3,5
247,https://openalex.org/W1968337168,3,2,2,4
248,https://openalex.org/W2051331538,1,3,7,10
249,https://openalex.org/W2005185810,1,2,0,2
250,https://openalex.org/W4387607389,1,6,7,13
251,https://openalex.org/W2076752699,1,2,7,9
252,https://openalex.org/W2887677764,1,5,8,13
253,https://openalex.org/W2899656479,1,5,7,12
254,https://openalex.org/W2914874095,1,10,6,16
255,https://openalex.org/W2976204298,1,5,15,20
256,https://openalex.org/W3022528835,1,7,7,14
257,https://openalex.org/W3092858590,2,2,13,15
258,https://openalex.org/W2013291500,2,7,61,68
259,https://openalex.org/W3124012071,2,3,10,13
260,https://openalex.org/W2056967989,5,0,4,4
261,https://openalex.org/W1822118606,5,2,2,4
262,https://openalex.org/W2031397503,5,1,0,1
263,https://openalex.org/W2156879111,5,2,4,6
264,https://openalex.org/W2168139370,1,13,78,91
265,https://openalex.org/W2586639576,2,1,2,3
266,https://openalex.org/W4295367150,2,3,6,9
267,https://openalex.org/W2789252075,2,5,12,17
268,https://openalex.org/W3014967070,2,2,13,15
269,https://openalex.org/W3080667430,1,6,16,22
270,https://openalex.org/W4388000482,2,1,0,1
271,https://openalex.org/W4312458659,1,0,2,2
272,https://openalex.org/W628003867,1,2,16,18
273,https://openalex.org/W1550919044,3,0,5,5
274,https://openalex.org/W1559924327,3,5,24,29
275,https://openalex.org/W2006814807,3,6,14,20
276,https://openalex.org/W3022036113,3,3,10,13
277,https://openalex.org/W4387328244,2,3,2,5
278,https://openalex.org/W3198370721,2,7,11,18
279,https://openalex.org/W4360612643,2,12,6,18
280,https://openalex.org/W2106540215,1,0,1,1
281,https://openalex.org/W2095426319,1,2,1,3
282,https://openalex.org/W2133718929,1,1,3,4
283,https://openalex.org/W2046118174,1,1,6,7
284,https://openalex.org/W2616841982,2,1,11,12
285,https://openalex.org/W2156580463,3,2,8,10
286,https://openalex.org/W2209964513,2,1,2,3
287,https://openalex.org/W2588136974,2,4,21,25
288,https://openalex.org/W4381284790,2,3,9,12
289,https://openalex.org/W2186021169,1,1,7,8
290,https://openalex.org/W2888797381,2,5,27,32
291,https://openalex.org/W2909547118,2,1,0,1
292,https://openalex.org/W2920204388,2,1,12,13
293,https://openalex.org/W3037206341,1,1,4,5
294,https://openalex.org/W3157799726,1,5,10,15
295,https://openalex.org/W3201230360,2,1,1,2
296,https://openalex.org/W4225524879,2,2,11,13
297,https://openalex.org/W4252522791,2,1,3,4
298,https://openalex.org/W1983049784,3,3,5,8
299,https://openalex.org/W1966981305,2,5,8,13
300,https://openalex.org/W2027513957,2,7,8,15
301,https://openalex.org/W1579918246,2,2,12,14
302,https://openalex.org/W1587444279,2,2,9,11
303,https://openalex.org/W1996567072,3,5,22,27
304,https://openalex.org/W2061127918,2,4,10,14
305,https://openalex.org/W4312552423,1,0,1,1
306,https://openalex.org/W2886616110,1,1,7,8
307,https://openalex.org/W4245561879,2,0,2,2
308,https://openalex.org/W2530948716,1,3,18,21
309,https://openalex.org/W2087606599,3,1,2,3
310,https://openalex.org/W2153686610,3,2,4,6
311,https://openalex.org/W2103535631,2,0,2,2
312,https://openalex.org/W1983765585,1,5,21,26
313,https://openalex.org/W4600524,1,4,1,5
314,https://openalex.org/W2329585015,1,4,3,7
315,https://openalex.org/W1509419535,3,0,3,3
316,https://openalex.org/W1599468060,3,3,10,13
317,https://openalex.org/W2946112241,3,0,2,2
318,https://openalex.org/W2006390094,3,1,3,4
319,https://openalex.org/W2597345357,3,1,1,2
320,https://openalex.org/W4220782393,1,7,22,29
321,https://openalex.org/W1778294656,1,16,25,41
322,https://openalex.org/W1981750978,1,11,21,32
323,https://openalex.org/W2012036158,1,2,1,3
324,https://openalex.org/W2068913267,1,3,9,12
325,https://openalex.org/W2176655381,1,7,13,20
326,https://openalex.org/W2522848763,1,3,13,16
327,https://openalex.org/W2785018824,1,3,5,8
328,https://openalex.org/W2804024207,2,1,8,9
329,https://openalex.org/W2900515730,1,3,6,9
330,https://openalex.org/W2903286941,1,3,2,5
331,https://openalex.org/W2905176437,1,4,3,7
332,https://openalex.org/W2916594419,2,4,6,10
333,https://openalex.org/W2951840029,4,3,13,16
334,https://openalex.org/W2953905399,1,8,29,37
335,https://openalex.org/W3003606388,1,10,10,20
336,https://openalex.org/W4237028979,1,1,0,1
337,https://openalex.org/W4240916516,1,13,26,39
338,https://openalex.org/W4255808176,1,1,5,6
339,https://openalex.org/W4206440986,1,6,14,20
340,https://openalex.org/W3021272969,1,6,15,21
341,https://openalex.org/W3042004856,1,1,2,3
342,https://openalex.org/W3081902051,1,5,30,35
343,https://openalex.org/W3094163981,1,10,20,30
344,https://openalex.org/W3117266402,1,5,16,21
345,https://openalex.org/W3178462233,1,5,9,14
346,https://openalex.org/W3206710252,1,9,13,22
347,https://openalex.org/W2976799699,1,5,7,12
348,https://openalex.org/W22816034,1,5,8,13
349,https://openalex.org/W77078688,1,10,34,44
350,https://openalex.org/W635473764,1,3,1,4
351,https://openalex.org/W2205292660,1,1,9,10
352,https://openalex.org/W2463078194,1,2,6,8
353,https://openalex.org/W4254298749,1,11,62,73
354,https://openalex.org/W4303616854,2,9,12,21
355,https://openalex.org/W2069495942,2,3,2,5
356,https://openalex.org/W2793853147,2,1,0,1
357,https://openalex.org/W2887233539,1,6,10,16
358,https://openalex.org/W2968745706,2,5,9,14
359,https://openalex.org/W2969349409,2,18,44,62
360,https://openalex.org/W3124743765,2,1,0,1
361,https://openalex.org/W3135509765,2,17,15,32
362,https://openalex.org/W3138253545,1,31,64,95
363,https://openalex.org/W3145508664,2,4,6,10
364,https://openalex.org/W3167557960,2,19,46,65
365,https://openalex.org/W3175958714,2,4,10,14
366,https://openalex.org/W3216854742,2,4,8,12
367,https://openalex.org/W1536402820,3,1,3,4
368,https://openalex.org/W2003118126,3,3,13,16
369,https://openalex.org/W2118516604,3,2,8,10
370,https://openalex.org/W3123967447,3,1,7,8
371,https://openalex.org/W2480928821,1,1,0,1
372,https://openalex.org/W70154318,2,0,3,3
373,https://openalex.org/W137826104,2,2,8,10
374,https://openalex.org/W2167176265,2,1,4,5
375,https://openalex.org/W2501557673,1,2,10,12
376,https://openalex.org/W2983744817,3,1,0,1
377,https://openalex.org/W2136661923,3,2,3,5
378,https://openalex.org/W1519628430,3,2,2,4
379,https://openalex.org/W1967451226,3,2,1,3
380,https://openalex.org/W4306154095,2,4,9,13
381,https://openalex.org/W2604905395,2,4,9,13
382,https://openalex.org/W2901923428,2,5,4,9
383,https://openalex.org/W2979539723,2,2,6,8
384,https://openalex.org/W3036210657,2,15,14,29
385,https://openalex.org/W3107132921,2,3,5,8
386,https://openalex.org/W3172435365,2,2,5,7
387,https://openalex.org/W3202511469,2,1,3,4
388,https://openalex.org/W3203785423,2,3,5,8
389,https://openalex.org/W4245952648,2,2,7,9
390,https://openalex.org/W1520879396,1,8,10,18
391,https://openalex.org/W1969840663,2,5,20,25
392,https://openalex.org/W2000826125,2,2,10,12
393,https://openalex.org/W2062351750,2,5,14,19
394,https://openalex.org/W2106989072,1,1,1,2
395,https://openalex.org/W2162352974,1,9,24,33
396,https://openalex.org/W2301147905,1,3,5,8
397,https://openalex.org/W2317181908,1,3,7,10
398,https://openalex.org/W4254412113,1,4,10,14
399,https://openalex.org/W4376134951,1,13,12,25
400,https://openalex.org/W2900003194,1,1,1,2
401,https://openalex.org/W2959510932,1,3,4,7
402,https://openalex.org/W2976658084,1,6,15,21
403,https://openalex.org/W3010725976,1,9,8,17
404,https://openalex.org/W3023034484,1,11,11,22
405,https://openalex.org/W3042603186,1,10,19,29
406,https://openalex.org/W3047484864,1,6,11,17
407,https://openalex.org/W3091866366,1,11,18,29
408,https://openalex.org/W3189639998,1,3,7,10
409,https://openalex.org/W3211977664,1,8,11,19
410,https://openalex.org/W3215833932,1,19,14,33
411,https://openalex.org/W4236767627,1,1,13,14
412,https://openalex.org/W1980978218,3,1,0,1
413,https://openalex.org/W1976356759,4,2,3,5
414,https://openalex.org/W1969723418,4,3,0,3
415,https://openalex.org/W2023723950,4,4,17,21
416,https://openalex.org/W2041602540,4,2,3,5
417,https://openalex.org/W2093012717,1,1,6,7
418,https://openalex.org/W2005214261,1,11,24,35
419,https://openalex.org/W2017475875,1,4,42,46
420,https://openalex.org/W4323314434,1,14,11,25
421,https://openalex.org/W1697874017,1,1,4,5
422,https://openalex.org/W1763751879,3,1,2,3
423,https://openalex.org/W2027265724,1,4,9,13
424,https://openalex.org/W2083296093,1,4,11,15
425,https://openalex.org/W2084241544,1,6,9,15
426,https://openalex.org/W2103871964,1,2,0,2
427,https://openalex.org/W2106163405,1,5,3,8
428,https://openalex.org/W2604818802,1,2,2,4
429,https://openalex.org/W3012380817,2,6,19,25
430,https://openalex.org/W4230716055,1,3,2,5
431,https://openalex.org/W2147682902,1,1,3,4
432,https://openalex.org/W2045092519,1,1,2,3
433,https://openalex.org/W3117974802,4,0,3,3
434,https://openalex.org/W2075096261,4,3,1,4
435,https://openalex.org/W4250839328,4,1,1,2
436,https://openalex.org/W3125165152,2,2,10,12
437,https://openalex.org/W1505418904,2,3,4,7
438,https://openalex.org/W2086201074,2,4,3,7
439,https://openalex.org/W2159974860,1,2,13,15
440,https://openalex.org/W3117903122,2,2,8,10
441,https://openalex.org/W1989788598,1,3,11,14
442,https://openalex.org/W2901702355,1,1,3,4
443,https://openalex.org/W2976752466,1,2,5,7
444,https://openalex.org/W2197602055,3,2,8,10
445,https://openalex.org/W611049873,1,4,4,8
446,https://openalex.org/W2524948883,3,6,17,23
447,https://openalex.org/W4255980089,1,4,9,13
448,https://openalex.org/W1990482481,1,5,4,9
449,https://openalex.org/W2162117854,1,2,5,7
450,https://openalex.org/W2169085243,1,4,3,7
451,https://openalex.org/W3123605999,1,6,1,7
452,https://openalex.org/W3092146101,2,8,4,12
453,https://openalex.org/W4211197434,1,3,1,4
454,https://openalex.org/W4385847512,4,1,2,3
455,https://openalex.org/W2940331391,1,2,4,6
456,https://openalex.org/W2314800660,1,2,2,4
457,https://openalex.org/W2335396806,1,4,1,5
458,https://openalex.org/W2569549375,3,1,2,3
459,https://openalex.org/W2604631335,1,1,0,1
460,https://openalex.org/W152207751,1,1,0,1
461,https://openalex.org/W3170241147,3,0,3,3
462,https://openalex.org/W2737920998,3,5,8,13
463,https://openalex.org/W2884990811,1,8,6,14
464,https://openalex.org/W1505142805,1,6,3,9
465,https://openalex.org/W2108462694,1,3,3,6
466,https://openalex.org/W2213067372,1,4,1,5
467,https://openalex.org/W2605094594,1,5,8,13
468,https://openalex.org/W2953285749,1,8,10,18
469,https://openalex.org/W2034573615,1,1,1,2
470,https://openalex.org/W2035523006,3,2,2,4
471,https://openalex.org/W2334051715,1,7,5,12
472,https://openalex.org/W4296385134,1,7,8,15
473,https://openalex.org/W1934237607,1,2,2,4
474,https://openalex.org/W2904755814,1,5,8,13
475,https://openalex.org/W2945892169,1,1,0,1
476,https://openalex.org/W4387020772,1,4,1,5
477,https://openalex.org/W3206539211,1,13,15,28
478,https://openalex.org/W3030378654,2,2,0,2
479,https://openalex.org/W3161017715,1,9,6,15
480,https://openalex.org/W615652927,1,9,7,16
481,https://openalex.org/W1970380565,1,3,26,29
482,https://openalex.org/W2004690677,1,19,21,40
483,https://openalex.org/W2066124416,3,2,1,3
484,https://openalex.org/W3135826459,2,2,1,3
485,https://openalex.org/W2890038669,2,4,16,20
486,https://openalex.org/W3091965243,4,19,11,30
487,https://openalex.org/W1932998111,1,1,4,5
488,https://openalex.org/W2117431035,4,2,0,2
489,https://openalex.org/W2337420942,4,2,1,3
490,https://openalex.org/W2481279833,1,8,27,35
491,https://openalex.org/W2787452030,2,4,6,10
492,https://openalex.org/W2790966696,4,5,4,9
493,https://openalex.org/W3011991986,4,3,5,8
494,https://openalex.org/W3025302955,4,1,3,4
495,https://openalex.org/W3034223747,4,1,1,2
496,https://openalex.org/W2132689717,3,3,10,13
497,https://openalex.org/W2027029055,3,3,17,20
498,https://openalex.org/W2265679842,3,3,10,13
499,https://openalex.org/W3123713398,3,8,9,17
500,https://openalex.org/W2630581389,2,0,4,4
501,https://openalex.org/W1699800300,2,2,4,6
502,https://openalex.org/W1950124385,2,1,2,3
503,https://openalex.org/W2164320609,1,7,17,24
504,https://openalex.org/W2975130897,1,8,12,20
505,https://openalex.org/W95037286,1,8,11,19
506,https://openalex.org/W1994434159,1,1,0,1
507,https://openalex.org/W2065722506,1,1,1,2
508,https://openalex.org/W2165863080,1,2,4,6
509,https://openalex.org/W2283207386,1,4,6,10
510,https://openalex.org/W2329003484,1,4,15,19
511,https://openalex.org/W2403316582,1,9,27,36
512,https://openalex.org/W2792370040,1,1,0,1
513,https://openalex.org/W2889085918,1,4,4,8
514,https://openalex.org/W4213059971,1,7,43,50
515,https://openalex.org/W4232520125,1,1,0,1
516,https://openalex.org/W2185694527,3,0,3,3
517,https://openalex.org/W2504578132,3,1,1,2
518,https://openalex.org/W186519838,1,3,6,9
519,https://openalex.org/W629318011,1,2,2,4
520,https://openalex.org/W2050431808,1,2,2,4
521,https://openalex.org/W2159512899,1,3,3,6
522,https://openalex.org/W2339357735,3,4,5,9
523,https://openalex.org/W2467564573,3,3,0,3
524,https://openalex.org/W3122113815,1,4,4,8
525,https://openalex.org/W2904189799,2,2,0,2
526,https://openalex.org/W1850650012,3,0,5,5
527,https://openalex.org/W1541218672,3,1,3,4
528,https://openalex.org/W2066344131,3,5,13,18
529,https://openalex.org/W2325517414,1,1,4,5
530,https://openalex.org/W2033648564,1,1,1,2
531,https://openalex.org/W2907619967,2,4,0,4
532,https://openalex.org/W3190438002,2,4,4,8
533,https://openalex.org/W1728197472,3,1,1,2
534,https://openalex.org/W3121783149,2,1,8,9
535,https://openalex.org/W2311482,3,4,12,16
536,https://openalex.org/W163765928,3,1,3,4
537,https://openalex.org/W1495112635,3,1,5,6
538,https://openalex.org/W1628030775,3,7,12,19
539,https://openalex.org/W2000968207,3,1,3,4
540,https://openalex.org/W2062409192,3,1,6,7
541,https://openalex.org/W2132335104,3,6,6,12
542,https://openalex.org/W2288371060,3,1,3,4
543,https://openalex.org/W3047481919,2,10,14,24
544,https://openalex.org/W581284017,1,1,2,3
545,https://openalex.org/W1481756818,3,1,2,3
546,https://openalex.org/W1965871472,1,10,19,29
547,https://openalex.org/W1989427931,1,1,4,5
548,https://openalex.org/W2293889879,1,3,4,7
549,https://openalex.org/W2344304148,1,5,17,22
550,https://openalex.org/W2900472202,4,1,3,4
551,https://openalex.org/W2980170537,2,10,15,25
552,https://openalex.org/W2982590631,2,1,3,4
553,https://openalex.org/W3124406109,1,2,12,14
554,https://openalex.org/W3133533814,2,2,7,9
555,https://openalex.org/W4387814721,4,2,3,5
556,https://openalex.org/W2257414507,1,2,4,6
557,https://openalex.org/W4220736685,4,4,3,7
558,https://openalex.org/W4248340308,1,1,9,10
559,https://openalex.org/W2337283995,1,1,0,1
560,https://openalex.org/W1985183023,1,2,1,3
561,https://openalex.org/W2104203496,1,2,3,5
562,https://openalex.org/W3120037403,1,4,0,4
563,https://openalex.org/W2504659903,3,2,12,14
564,https://openalex.org/W1993313925,3,2,2,4
565,https://openalex.org/W2019651065,3,2,1,3
566,https://openalex.org/W2031212907,3,3,2,5
567,https://openalex.org/W2050272133,3,3,3,6
568,https://openalex.org/W2067593863,3,3,2,5
569,https://openalex.org/W2074782472,3,3,2,5
570,https://openalex.org/W2086420634,3,3,1,4
571,https://openalex.org/W2087275534,3,3,4,7
572,https://openalex.org/W2286578445,3,2,0,2
573,https://openalex.org/W3125695450,3,3,0,3
574,https://openalex.org/W4238363101,3,2,0,2
575,https://openalex.org/W4245563809,3,2,2,4
576,https://openalex.org/W3173979405,1,23,34,57
577,https://openalex.org/W67521929,2,5,2,7
578,https://openalex.org/W1970718642,1,4,13,17
579,https://openalex.org/W1974381581,1,7,5,12
580,https://openalex.org/W1985507220,1,3,9,12
581,https://openalex.org/W2141717182,1,13,9,22
