X,Y,Cluster,Abstract,DOI,title,id_
-0.78243834,-2.1235447,Period3,"Abstract This article draws on innovation and agenda-setting theories to identify critical points in the realization of basic income in Finland. Our empirical data comprise 13 models of either unconditional basic income or social security reform proposals with some similarity to basic income. The models examined were published in Finland between 1984 and 2011. Using these data, we build a conceptual framework that enables us to discuss the role of the content, players, political and macro-economic context, and public interpretations in the successes and failures of the basic income initiatives.",https://doi.org/10.1515/bis-2014-0009,Good and Bad Times of Social Innovations: The Case of Universal Basic Income in Finland,https://openalex.org/W1984064238
34.114,3.5467412,Period3,"This article investigates attitudes towards the conditionality of benefits targeted to a specific needy group, the unemployed, and analyses their relationship with the structure of income inequalit...",https://doi.org/10.25384/sage.c.4347047.v1,Support for conditional unemployment benefit in European countries: The role of income inequality,https://openalex.org/W2905710922
-51.27812,-0.104368195,Period3,"Why are people who live in liberal welfare regimes so reluctant to support welfare policy? And why are people who live in social democratic welfare regimes so keen to support welfare policy? This article seeks to give an institutional account of these cross-national differences. Previous attempts to link institutions and welfare attitudes have not been convincing. The empirical studies have had large difficulties in finding the expected effects from regime-dependent differences in self-interest, class interest, and egalitarian values. This article develops a new theoretical macro—micro link by combining the literature on deservingness criteria and the welfare regime theory. The basic ideas are that three regime characteristics, (a) the degree of universalism in welfare policy, (b) the differences in economic resources between “the bottom” and “the majority,” and (c) the degree of job opportunities, have a profound impact on the public deservingness discussion and thereby on public support for welfare policy.",https://doi.org/10.1177/0010414006295234,The Institutional Logic of Welfare Attitudes,https://openalex.org/W4256708066
-19.238256,-3.1336558,Period3,"Abstract As basic income (BI) has ascended the policy agenda, so proposals have come under increasing scrutiny for their affordability and adequacy for meeting need. One common objection to BI has been that it is impossible to design a scheme that simultaneously conforms to these two criteria. In this article, I develop a conceptual framework for analysing the trade-offs that afflict BI policy design. I suggest that while the idea of a policy dilemma between affordability and adequacy does indeed afflict ‘full’ BI schemes, it is possible to design an affordable and adequate ‘partial’ BI scheme. However, this comes at the cost of (at least partly) forfeiting some key advantages that motivate interest in BI in the first place, since these only arise as a consequence of the elimination of means testing and related conditionality from the welfare system. Thus, BI proponents face a three-way trade-off in policy design between affordability, adequacy, and securing the full advantages of BI as a radical simplification of existing welfare policy. The trilemma is illustrated with reference to original microsimulation evidence for the UK, which demonstrates that at most two of the three criteria can be achieved in a single scheme.",https://doi.org/10.1017/s0047279419000424,"A Basic Income Trilemma: Affordability, Adequacy, and the Advantages of Radically Simplified Welfare",https://openalex.org/W2955590095
13.144354,-4.8873754,Period3,"Professors Ackerman and Alstott contrast their proposal for stakeholding with Philippe Van Parijs’s proposal for a universal basic income. InThe Stakeholder Society (1999), Ackerman and Alstott proposed that the federal government give all U.S. citizens an $80,000 grant as they reach adulthood. The program’s revenue cost is to be funded by an annual wealth tax of 2 percent and a “payback” requirement at death. Although stakeholding and basic income share common foundations in liberal political theory, Ackerman and Alstott discuss the principled and practical advantages of stakeholding and introduce Tony Blair’sU.K. proposal forChildren’s Savings Accounts (“baby bonds”), which shares important features with stakeholding.",https://doi.org/10.1177/0032329203261096,Why Stakeholding?,https://openalex.org/W4234197910
35.02583,0.3388695,Period3,"In the 1990s Sweden went through a deep economic recession accompanied by a massive increase in unemployment and a rapidly growing budget deficit. The crisis had large repercussions for the welfare of many citizens and it generated cutbacks in virtually all social policy programmes. This halted a welfare‐state expansion that had been going on for decades. It also caused great concern about the state of welfare of the nation. In 1999 the Swedish Government appointed a ‘Welfare Commission’, a team of academic researchers who were assigned the task of drawing up a balance sheet for the development of welfare in the 1990s. The Commission delivered its final report in October 2001. This article is a condensed account of one of the more central issues for the Commission; namely, how the unemployment crisis affected already socially and economically vulnerable groups. Looking at the development over the entire decade, three groups stand out as particularly disadvantaged in terms of individual welfare resources: young adults, immigrants and single mothers. The downturn for these groups was especially accentuated in terms of employment and income. Young people and immigrants trying to get into the labour market during the crisis years faced the problems of newcomers to the systems of social protection. The poor economic development for single mothers could essentially be attributed to the shortage of work in general and of full‐time work in particular that followed from the unemployment crisis. As a consequence, the importance of selective benefits increased and the relative size of all public transfers – despite rationing measures – stayed fairly unchanged. The results highlight the great influence of macroeconomic conditions and policy making for the welfare of vulnerable groups in society.",https://doi.org/10.1111/1468-2397.00249,Welfare and the unemployment crisis: Sweden in the 1990s,https://openalex.org/W2127881275
-18.987844,-0.5395918,Period3,"Abstract In ‘Exploitation, Labor, and Basic Income’ Michael Howard undertakes to defend an Unconditional Basic Income (UBI) as non-exploitative, and on a revised conception of what Marx called ‘exploitation’. Without taking issue with the revision itself, I point out that Howard, like many others, fails to defend UBI as non-exploitative. All his arguments fail to establish that the so-called ‘Surfer off Malibu’, a figure who is full-time dedicated to leisure, is not an exploiter in receiving UBI. The strategies to include him as a rightful recipient of a labor-free income rely on the (sometimes far-fetched) attribution of certain contingent features to him that would entitle him to compensation or reward, but that he might also not have. I argue that the best strategy for UBI-advocates is to admit that ‘slackers’ should be merely tolerated as non-deserving recipients, because the UBI-policy will otherwise have good effects. Finally, I raise some questions about these good effects, as they are conceived by UBI-advocates such as Howard.",https://doi.org/10.1515/auk-2015-1-218,In Company of the Funny Sunny Surfer off Malibu: A Response to Michael Howard (and Some Others),https://openalex.org/W2346782560
-0.7797095,-3.345724,Period3,"Abstract This research uses a normative approach to examine the relationship between basic income and migration. The decisive variable is the effect of labour automation, which increases economic insecurities globally, leaving some nation states in a position to cope with this and others not. The insecurities will increase migratory pressures on one hand but also justify the introduction of basic income on a nation state level on the other. The normative guideline is the republican conception of freedom as non-domination. This is used to justify a basic income, analyse how labour automation creates dominating structures and how borders dominate migrants seeking to move to countries which introduce a basic income. The result is that nation states that introduce a basic income to counter internal domination through labour automation, also have to look outside of their nation state. The imposition of borders in order to keep a basic income sustainable as well as labour automation itself, establish a form of domination over less developed countries and thus demand international regulation.",https://doi.org/10.1515/bis-2020-0027,"Basic Income, Labour Automation and Migration – An Approach from a Republican Perspective",https://openalex.org/W3102209511
-1.2091236,-12.146066,Period3,"Unemployment is associated with a range of health and social problems, such as poor physical health and wellbeing. Welfare state research has recently considered how social policies can ameliorate the harmful effects of unemployment. This article argues that such policy suggestions disregard the role of the work ethic in shaping the experience of unemployment. In societies that glorify employment as a signifier of identity and status, it is unsurprising that those without employment suffer. Previous research supports this view, showing how subscription to the work ethic is associated with wellbeing amongst unemployed people. Original analysis of the European Values Study confirms the importance of the work ethic, showing how unemployed people with weaker work ethics have significantly higher life satisfaction than those with stronger work ethics. The article concludes that the most effective way of dealing with the deleterious effects of unemployment is to challenge the centrality of employment in contemporary societies.",https://doi.org/10.1177/0261018318780910,"Unemployment, wellbeing and the power of the work ethic: Implications for social policy",https://openalex.org/W2803577422
-45.004307,2.9478357,Period3,"This article provides a brief overview of the relationship between libertarian political theory and the Basic Income (BI). It distinguishes between different forms of libertarianism and argues that at least one form, classical liberalism, is compatible with and provides some grounds of support for BI. A classical liberal BI, however, is likely to be much smaller than the sort of BI defended by those on the political left. And there are both contingent-empirical and principled-moral reasons for doubting that the classical liberal case for BI will be ultimately successful.",https://doi.org/10.1515/1932-0183.1221,Classical Liberalism and the Basic Income,https://openalex.org/W3124406109
53.25151,9.566848,Period3,"The co-editors present an overview of the contemporary climate of political activism regarding basic income initiatives. They provide the rationale for the book and a synopsis of what prompted their collaboration. Brief synopses of each chapter follow. The co-editors conclude the Introduction with a discussion of merits and limitations of UBI pilot projects, drawing on the experiences of Finland and Canada and lessons to enhance the efficacy of related political activism. Evidence from these two UBI pilot projects and from the case studies presented throughout the book suggests that reliance on political leaders and bureaucrats to roll out UBI is insufficient, that increased and sustained civil society and public pressure are necessary to enhance prospects for advancing a political agenda favorable to adoption of UBI initiatives.",https://doi.org/10.1007/978-3-030-43904-0_1,Introduction: Global Political Activism and Campaigns on Universal Basic Income,https://openalex.org/W3032527715
-37.34717,8.410736,Period3,"This chapter studies four alternatives to Basic Income, apart from current means-tested and social insurance benefits. Leff describes the most substantial existing alternatives to Basic Income: the United States’ Earned Income Tax Credit. This is work-conditional, so it could never be a true substitute for a Basic Income, but it could be reformed to become more like one. Of the wide variety of currently unimplemented alternatives to Basic Income, Story discusses Negative Income Tax and finds that it would be difficult to administer; Percy discusses Universal Basic Services—an expansion of existing public services into additional policy fields—and finds them to be compatible with Basic Income; and Szlinder finds a job guarantee to be a generally unsatisfactory alternative.",https://doi.org/10.1007/978-3-030-23614-4_12,Alternatives to Basic Income,https://openalex.org/W2976060964
-32.502895,2.6992905,Period3,"Abstract The article focuses on one of the core but controversial features of a universal basic income (UBI): its unconditionality. Using qualitative in-depth interviews collected in the Dutch municipality of Tilburg in 2018–2019, we examine the arguments underlying popular opinions about a UBI and work conditionality. The analysis suggests that these arguments can be interpreted from two theoretical perspectives. On the one hand, respondents make frequent use of deservingness criteria referring to the characteristics of welfare recipients, such as their need and work willingness. On the other hand, they justify their opinions using arguments related to the characteristics of welfare schemes, such as their administrative and financial feasibility. Our findings offer important insights concerning political actors who support (or oppose) the real-world implementation of a UBI.",https://doi.org/10.1017/ics.2020.15,An unconditional basic income? How Dutch citizens justify their opinions about a basic income and work conditionality,https://openalex.org/W3047119234
22.28725,-4.336373,Period3,"This paper argues that the structural logic of the digital economy is to widen inequality, not only through its increasing automation of jobs but also in its efficiency in delivering ever greater profits to a smaller number of already-enriched organisations and individuals. Remedial actions that might be taken to mitigate the effects of some of the digital economy’s structural flaws are interrogated here, with a particular focus on universal basic income (UBI) and stake-holding schemes. The paper considers whether the digital economy’s inherent problems are of such magnitude that some sort of financial support for workers to buttress long periods of idleness, or to enable them to take risks in increasingly volatile and unstable global markets, is both desirable and politically feasible.",https://doi.org/10.1080/17496535.2018.1512138,A Universal Basic Income in the Superstar (Digital) Economy,https://openalex.org/W2888310787
-30.667305,-1.2110904,Period3,"When the Asian financial crisis took a heavy toll on Korea in the late 1990s, policy makers responded by extending welfare policy. For many analysts, this was a paradoxical move, marking a fundamental reconfiguration of the social policy system. This article contests that interpretation. It examines the changes made to Korean social policy in recent years, and considers their impact on the Korean welfare state. It notes both that welfare extensions have been comparatively limited, and that they have often formed part of wider attempts to boost labour market flexibility. It thus concludes that limited expansion of the Korean welfare state is chiefly an attempt to bolster industrial competitiveness and economic growth. For now, Korea retains the productivist social policy orientation that has long characterised it. It also concedes, however, that in the future underlying social change, notably a rapidly ageing population, may prompt policy makers to make significant changes to the Korean welfare state.",https://doi.org/10.1111/j.1468-2397.2006.00457.x,The Korean welfare state: a paradox of expansion in an era of globalisation and economic crisis,https://openalex.org/W1927044652
-56.841393,0.8188704,Period3,"In this article, I discuss a radical proposal to combat poverty and unemployment: the establishment of a state-funded 'basic income' for every citizen. This would be independent of sex, age, need, family responsibilities, or employment status. Here, I outline the basic income proposal, and the debates in the countries where it is currently being discussed. This proposal is not only of interest to the richest countries; southern countries are also interested in it as a method of combating poverty. I discuss different arguments put forward for a basic income, and relate these to ethical and moral questions. I also discuss ways of financing the proposal. Finally, I ask whether a basic income is a desirable policy for women, or whether additional concerns can be raised from a gender perspective.",https://doi.org/10.1080/13552070127729,An income of one's own: A radical vision of welfare policies in Europe and beyond,https://openalex.org/W1974381581
-20.19198,1.1115582,Period3,"We challenge the view, typically assumed by advocates of unconditional basic income (UBI), that its administration is uncontroversial. We identify three essential tasks which, from the point of view of the administrative cybernetics literature, any income maintenance policy must accomplish: defining criteria of eligibility, determining who meets such criteria and disbursing payments to those found to be eligible. Building on the work of Christopher Hood, we contrast two alternative ways in which the design of a UBI might apply the principle of ‘using bureaucracy sparingly’ to the performance of each of these three tasks. Relating these alternative designs to the politics of basic income, we show a correspondence between contrasting senses of using bureaucracy sparingly and ‘redistributive’ and ‘aggregative’ UBI models.",https://doi.org/10.1111/j.1467-9248.2012.01004.x,The Politics of Unconditional Basic Income: Bringing Bureaucracy Back In,https://openalex.org/W1778294656
-41.397594,5.844287,Period3,"Basic income is commonly seen as a key contributor to raising our control over time. Basic income analysis, however, has tended to oversimplify this impact by focusing too exclusively on the agency aspect of freedom and on one institution – the basic income reform. In response, this article applies a multi-institutional and developmental lens to the problem of control over time. The multi-institutional framework of social insurance in social democracies is shown to reduce inequalities of access to more forms of stability and, on this basis, to constitute a preferred welfare state context for a basic income reform.",https://doi.org/10.1332/030557311x546316,"Basic income, social democracy and control over time",https://openalex.org/W2329003484
7.161448,-11.178825,Period3,"For if every instrument could accomplish its own work, obeying or anticipating the will of others, like the statues of Daedalus, or the tripods of Hephaestus, which, says the poet, of their own acc...",https://doi.org/10.1080/00131857.2016.1177412,Technological unemployment: Educating for the fourth industrial revolution,https://openalex.org/W2518945008
-3.0055702,-4.6306686,Period3,"The oft-repeated accusation of utopianism against basic income advocates is contradicted by evidence that aspects of this proposal may be entering the social policy mainstream. But – as in every sphere of public policy – the measures proposed are compromised with other longstanding principles. Using the example of the tax-benefit reforms scheduled to be introduced in the United Kingdom (UK), this article argues that there are risks of undesirable consequences (in terms of justice and equal citizenship) from the adoption of such partial versions of the scheme, but that they represent necessary first steps towards the gains claimed for a full basic income.",https://doi.org/10.1332/030557311x546343,The perils of basic income: ambiguous opportunities for the implementation of a utopian proposal,https://openalex.org/W2314879674
-58.76671,0.7592325,Period3,"Self-Ownership, Liberal Neutrality, and the Realm of Freedom : New Reflections on the Justification of Basic Income",https://doi.org/10.5235/20403313.4.2.344,"Self-Ownership, Liberal Neutrality and the Realm of Freedom: New Reflections on the Justification of Basic Income",https://openalex.org/W1992759122
-21.690813,-1.6609516,Period3,"The introduction of a generous stakeholding or capital grant scheme promises to secure the material conditions of freedom for all citizens. But if citizens “blow” their initial capital grants, as seems possible, they put this freedom in jeopardy. The paper argues that such “stakeblowing” is a genuine cause of concern with the proposal and defends two responses to it: an “educational response” that combines grants with training in asset management and a “paternalist response” that limits how grants can be used. The latter response provides some support for the alternative basic income proposal, for the idea of a development grant (a capital grant that may be used only for approved investment purposes), and, perhaps most plausibly, for a hybrid of the two.",https://doi.org/10.1177/0032329203261098,The Citizen’s Stake and Paternalism,https://openalex.org/W2145029747
44.79078,4.891177,Period3,"Guy Standing's companion volumes, The Precariat: The New Dangerous Class and A Precariat Charter: From Denizens to Citizens, explore the precarious economic life of growing swaths of the population in the global north and its link to the altered forms of precariousness experienced by those already living precariously in the global south. In The Precariat, he defines as a member of the precariat anyone lacking labor-related security, explaining the causes of increasing precarity across the industrialized, now deindustrializing, world and the both disturbing and liberating potentials of this change. In A Precariat Charter, Standing briefly recapitulates the analysis of the precariat contained in the first book and expands at length on what he calls the politics of paradise, which addresses human needs for security and dignity. If the precariat can become a class-for-itself, it could abolish its own existence by inventing the conditions for greater economic security for all.",https://doi.org/10.1080/08935696.2016.1158974,"The Precariat: The New Dangerous Class, by Guy Standing; A Precariat Charter: From Denizens to Citizens, by Guy Standing",https://openalex.org/W2473842456
44.6917,7.434728,Period3,Scholars and policymakers have long examined whether and to what extent public income transfer programs create work disincentives. Less explored are the patterns and mechanisms through which perceived work disincentives shape public attitudes toward such programs. The present article bridges this gap by examining how individuals' exposure to a moral hazard discourse affects their support for an income transfer program. Our original survey experiment in South Korea finds that the effect of an identically worded piece of moral hazard information plays out differently depending on the eligibility criteria of the program in question (means‐tested vs. universal) and the economic status of the respondents. The findings have significant implications for understanding the support base for the welfare state in the context of resurging interest in basic/guaranteed income.,https://doi.org/10.1111/gove.12386,Work disincentive perceptions and welfare state attitudes: A survey experiment in South Korea,https://openalex.org/W2914874095
-18.514977,-1.6400106,Period3,"Abstract Let us understand economic democracy as the fourfold capacity (i) to decide what social relations we wish to “enter” in order to work; (ii) to determine the (im)material nature of the space where we decide to stay and work, which requires the capacity of having a “voice” that is effectively listened to; (iii) to opt for “exiting” this space in case its nature and functioning go against what we wish for our lives; and (iv) in case we opt for leaving, to resort to an outside-the-previous-workplace offering tools for second and subsequent opportunities, that is, to effectively “restart” our (re)productive lives in other terms and conditions. Basic income can play a crucial role in fostering such capacity. Because of its unconditionality, and thanks to bargaining power deriving from it, basic income is a sort of income that is convertible in terms of (a) time to conceive of (and put into practice) projects of one’s own, be it individually and/or collectively; (b) a capacity to explore alternative options and take promising risks; and (c) the right to credit, in the twofold sense of the right to financial resources and the right to social trust. As noticed and appreciated by some post-crash social movements, there are some spheres where such democracy-enhancing bargaining power may unfold: wage-earning work, the decommodification of labour force and the possible subsequent constitution of cooperatives and other self-managed (re)productive spaces, the household, entrepreneurship, socio-political participation, etc. In sum, more flexible combinations of different kinds of work may emerge when individuals and groups enjoy an income stream that is guaranteed as a right, which echoes both classical and contemporary discourses on the need for humans to have the democratic right to autonomously choose and determine work(s) all along the life cycle.",https://doi.org/10.1515/bis-2016-0007,Economic Sovereignty as the Democratization of Work: The Role of Basic Income,https://openalex.org/W2463078194
56.302498,10.9415245,Period3,"This chapter will begin with a brief history of income maintenance in Australia, concentrating upon the twentieth century before proceeding to compare the current income maintenance system with a basic income. It will then consider the ideological divide between these two forms of income support as it exists in this century. Robb Watts in Chapter 4 analyzes how the various aspect of income policies have evolved over the last hundred years. He pays particular attention to the period since the 1980s.KeywordsSocial SecurityIncome SupportBasic IncomeIncome MaintenanceSocial Security PaymentThese keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.",https://doi.org/10.1057/9781137535320_3,Australian Basic Income: Efficiency and Equity,https://openalex.org/W2498951849
-16.888948,3.0399692,Period3,"Abstract Following the success of a recent Swiss Citizens’ Initiative to grant each citizen an unconditional income guarantee and the Finnish Government's plans to conduct the first national pilot project, the idea of a basic income as a citizens’ right has gained much prominence in the policy debate. This article reviews a number of policy developments on the ground through the lens of the policy transfer literature. In the absence of a fully developed basic income in place, proponents must rely on partially implemented schemes or proposals that differ in crucial respects from the basic income ideal. This paper outlines three sets of empirical cases and analyses what (if any) lessons we can draw from them regarding the future of basic income schemes.",https://doi.org/10.1017/s0047279416000039,Basic Income in Our Time: Improving Political Prospects Through Policy Learning?,https://openalex.org/W2254068468
-13.525746,-2.365476,Period3,"The most influential and dominant philosophical justification for basic income is Philippe Van Parijs’ “real freedom for all,” a classical-liberal argument premised on individual freedom. My thesis identifies and critiques problems in “real freedom for all,” namely its abstract ideological foundation, limited conception of the self, and narrow understanding of valuable activity. As a superior justification of basic income, I propose William James’ social ethics: it uses listening, experimentation, and revision as foundations for ethics; it acknowledges the personal, social, and cultural forces in selfhood; and it recognizes that all activity is valuable in the creation and maintenance of cultural norms and habits. I argue that the best justification for basic income is “pragmatic inclusion for an ethical democracy,” in which basic income is an example of pragmatic inclusion that creates the conditions for an ethical democracy, wherein everyone has access to the decision-making processes that form a culture.",,Pragmatic inclusion for a democratic society: William James' social ethics and the justification of basic income,https://openalex.org/W3032947384
-18.126434,-3.895544,Period3,"Recently, universal basic income (UBI) has become one of the most hotly debated issues in both academic and popular literature. The paper describes the conceptual core of this project, critically evaluates the philosophical, moral and economic arguments put forward both “for” and “against” it, and summarizes evidence on implementation of social programs close to it “in spirit”. It is emphasized that UBI should be viewed as a global politico-philosophical and ethico-economic project. This explains why its full-fledged version has never been put into practice anywhere and the consequences of its real introduction are unknown. The analysis is conducted in a comparative institutional perspective, which allows us to highlight the most important differences between this scheme and alternative forms of social support. Three lines of its justification are discussed — normative, positive and “alarmist” (referring to negative processes in the labor market) ones. The author concludes that UBI has no future as a real program of action. This project contradicts the latest trends in the evolution of welfare state; the costs associated with it are fiscally unbearable; most people perceive it as morally unacceptable. Most likely, UBI will end up as another cabinet utopia.",https://doi.org/10.32609/0042-8736-2020-8-95-127,Universal basic income: Does it have a future?,https://openalex.org/W3047377693
37.97062,5.859728,Period3,"Torry asks whether a Basic Income would be feasible in relation to several types of feasibility: The chapter asks how the different feasibilities are related to an overall feasibility, and it studies implementation options and asks which might more easily pass the feasibility tests.",https://doi.org/10.1007/978-3-030-23614-4_9,Feasibility and Implementation,https://openalex.org/W2976010898
6.562243,-9.516473,Period3,"Contemporary egalitarianism has largely developed in abstraction from the basic fact that time passes, people age, and so any given society comprises several overlapping generations. As a result, few normative tools are available to assess claims made about the fairness of time-sensitive distributions. The field of intergenerational justice has emerged to fill this gap, but its theorists have primarily focused on the question of what we owe to future generations. My thesis contributes to egalitarian thought and intergenerational justice by providing an egalitarian account of justice between co-existing generations. It answers the question of which inequalities between age groups, on the one hand, and birth cohorts, on the other hand, matter; and it offers a framework to establish what counts as a suitably egalitarian treatment of young people.
The thesis is in two parts: the first establishes the theoretical framework, and the second makes explicit its implications for two policy discussions. In Part I, I highlight the generational implications of the dominant diachronic view of equality through time – complete lives egalitarianism (CLE). While it provides key insights into birth-cohort justice, CLE cannot account for why some cases of age-group inequalities are unjust. I then propose two complements to CLE to overcome its limitations: a prudential diachronic approach grounded on Daniels’s theory of age-group justice, and a synchronic alternative inspired by McKerlie’s work. From the first three chapters, I derive three principles of equality between overlapping generations: (1) approximate cohort equality, (2) prudential lifespan planning (lifespan sufficiency and efficiency), and (3) relational synchronic equality. I then draw on these principles to establish what ‘treating the young as equals’ means. In Part II, I put forward an intergenerational egalitarian case for basic income. I then consider whether we should be concerned about the absence of young people in parliaments, and propose the introduction of youth quotas.",,Treating Young People As Equals: Intergenerational Justice in Theory and Practice,https://openalex.org/W1490165506
-31.793879,7.792384,Period3,"This chapter critically explores the philosophical arguments of Rawls’s theory of justice and fairness to develop a normative justification for basic income, and egalitarian distributive justice and considerations of the disability dimension. In this chapter, the question is posed, can a non-marginalizing basic income be achieved for people with disability? In response, Rawls’s theory of justice is extended to include insights from Fraser’s disability and distributive justice conceptions. The conceptions help extend basic income ideas to position the disability dimensions within basic income debates, design considerations and implementation strategies. Such an exploration helps to inform strategies for basic income that are inclusive of the disability dimension to produce enhanced equitable effects.",https://doi.org/10.1007/978-3-030-32349-3_3,"Basic Income, Disability Dimension and the Fairness Test",https://openalex.org/W2994246110
-48.240597,2.7473388,Period3,"Acknowledgments * Introduction and Overview * 1. Basic Income, Liberal Egalitarianism, and the Study of Social Justice * Part One. A Society of Equals: Radical Liberalism, Self-Respect, and Basic Income * 2. Equality of Status and its Priority: A Rawlsian Case for Basic Income * 3. Are Only Contributors Entitled to Social Rights? Cooperation, Reciprocity and the Boundaries of Social Justic * Part Two. The Exploitation Objection Against Basic Income: Equality of Opportunity, Luck and Responsibility * 4. Why Unconditional Transfers Are Not Exploitative * 5. Jobs as Gifts. A Reconstruction and a Qualified Defense * Part Three. The Feasibility of Basic Income: Social Ethos, Work, and the Politics of Universalism * 6. Why Do People Work if They Don't Have To? Basic Income, Liberal Neutrality and the Work Ethos * 7. Social Justice in Practice. On the Political Implications of Radical Liberalism * References * Index",,"Basic Income Reconsidered: Social Justice, Liberalism, and the Demands of Equality",https://openalex.org/W621725969
5.0682716,-11.906025,Period3,"Almost two decades into the new millennium, it is unlikely that the use of digital technologies will slow in any significant way, particularly in the public sector. As local and regional public age...",https://doi.org/10.1080/10999922.2018.1511671,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",https://openalex.org/W2897702578
50.178886,8.380439,Period3,"The federal Conservative government recently began phasing in a plan to raise the age of eligibility for Old Age Security from 65 to 67. But a more sensible move for improving the effectiveness of Canada’s social safety-net system may be to actually lower the age below 65 and rely strictly on an income test instead, regardless of age. The government could go a lot further toward the reduction of poverty in Canada by building on the success of its income supports for seniors, and making them available to poor Canadians of all ages. Canada can boast of having one of the lowest rates for poverty among seniors in the world, largely due to its guaranteed income programs for those 65 years and older. When low-income Canadians turn 65 years old and leave behind low-paying, often unstable jobs, their poverty levels drop substantially. What a guaranteed income provides, that their vulnerable job situation did not, is a form of protection against budget shocks — a sudden volatility in income or expenses without the access to savings or credit to smooth things out until stability returns. A guaranteed income provides a kind of “disaster insurance” that can protect someone in a crisis situation from going without necessities such as food or even shelter. Statistics show that the rate of Canadians experiencing “food insecurity” — that is, lack of access to food because of financial constraints — is half that among Canadians aged 65 to 69 years than it is among those aged 60 to 64. Self-reported rates of physical and mental health improve markedly as well after lowincome Canadians move from low-wage, insecure employment to a guaranteed income at the age of 65. That dramatic shift in physical and mental health indicates that expanding guaranteed income programs to younger Canadians is more than a simple cost calculation: there are potential savings to be found as poorer Canadians, given a guaranteed income, become healthier and therefore reduce the burden on the public health-care system. Canadian governments already spend billions of dollars on the downstream effects of poverty, but scant emphasis is put on programs targeting poverty’s roots. There is no evidence, where smaller-scale experiments have been tried, to show that a guaranteed income program creates a serious problem with negative incentives and discourages people from working who otherwise might. But because this is a common worry with working-age guaranteed income eligibility, phasing in the program gradually, by lowering eligibility a few years at a time, will allow ongoing investigation and analysis of the effects, before the program is rolled out on a large scale. The tremendous impact that guaranteed incomes have had on reducing poverty and improving health among seniors is something for which Canadians can be rightly proud. So much so that it is incumbent upon us to investigate whether Canada could use the same policy tools to drastically reduce poverty and improve health among Canadians of all ages.",,How a Guaranteed Annual Income Could Put Food Banks Out of Business,https://openalex.org/W3121319590
-10.9578,-6.893006,Period3,"Regarding the prospects of a transformation of income-security programmes into a universal and unconditional minimum income scheme, Belgium and the Netherlands are of particular interest. Since the early 1980s, one can find in the ‘low countries’ some of the most prominent proponents of a basic income (BI), i.e. “an income paid by a political community to all its members on an individual basis, without means test or work requirement” (Van Parijs 2000). In no other advanced welfare state the BI debate has been so broad and lively than in the Netherlands. Since 1975, the idea of a basisinkomen has been discussed within many Dutch political parties, trade unions, social organisations, and even at the governmental level. It was at the core of various official reports that progressively increased its respectability in political circles. Belgian political actors have always been more reluctant to it, with the noteworthy exception of the two green parties. But the academic discussion has been quite extensive. The founding congress and second international conference of the Basic Income European Network (BIEN) were held in Belgium, respectively in 1986 and 1988. In 1999, a Belgian political formation named ‘Vivant’ was launched as the first European single-issue party entirely focused on BI. Although it remains a tiny player in Belgium’s political game, it managed to attract public attention on the proposal through eye-catching posters in the country’s main cities. In this chapter, I will scrutinise the political chances of BI in the low countries and the probability of incremental steps into that direction. In the Section 1, assuming that a BI would replace most existing means-tested minimum income schemes, I will briefly review the main social assistance programmes of both countries. I shall try to demonstrate that a paradigm shift is underway which may at first sight seriously undermine the progress to a more universal and unconditional income-security system. In fact, as it is the case of many other European countries, Belgium and the Netherlands are in the process of restructuring their welfare states along ‘activation’ lines. Even if effective retrenchment remained limited to date, work requirements have been more strictly enforced with the passing years. Partly based on interviews and an extensive review of the press, Section 2 will be devoted to an account of more than twenty-five years of BI debate in both countries. The Dutch discussion already started in the mid-1970s, whereas the idea only appeared in 1985 in Belgium’s public debate. Even if the Dutch BI proponents were politically more powerful, in both countries the numerous BI advocates always failed to gain longlasting political support for their proposal. But in addressing questions of universality and conditionality, they managed to have an influence on the terms of the welfare reform discussions. Section 3 of this chapter will then focus on the very reasons of this failure to gain political support, which are of paramount importance for the future prospects of unconditional minimum income schemes. Starting from the hypothesis that under certain conditions a BI would be economically sustainable, most participants in the debate stress that four important obstacles have been in the way of the proposal. As is argued in some detail, the moral objection to an income by right without a related duty to work seems to be the most decisive impediment. Finally, in the conclusions I shall try to clarify why, given the obstacles and objections they encountered, most",,Basic Income in Belgium and the Netherlands: Implementation Through the Back Door?,https://openalex.org/W2304627525
-30.367804,4.503462,Period3,"This article examines the implications of adopting differing versions of a Universal Basic Income (UBI) in Israel. While the findings of the analysis indicate a taxed version of UBI would contribute to a greater extent to a decrease in poverty and income inequality than if this benefit were not taxed, the high cost of an effective UBI program would appear to be a serious obstacle for its implementation. The article then examines the possibility of enhancing the trickle-down effect of economic growth by offering the dividends of growth to Israel's citizens. The assumption here is that if all citizens engage in economic activity, under conditions of economic growth the state should distribute a portion of its tax revenues among shareholders (i.e., its citizens).",https://doi.org/10.2202/1932-0183.1123,A Universal Basic Income: Theory and Practice in the Israeli Case,https://openalex.org/W2008432781
